,Authors,Date,Link,Tickers,Title,Strategy
9601, Howard Jay Klein,2015-09-09 11:47:00,/article/3498906-load-lock-away-china-woes-add-mispricing-las-vegas-sands,LVS,Load Up And Lock Away As China Woes Add To Mispricing Of Las Vegas Sands,Long
9602, MyTradingIncome,2015-09-09 11:36:00,/article/3498836-amazon-give-tablets-away-50,AMZN,Why Would Amazon Give Tablets Away For $50?,Long
9603, Alpha Gen Capital,2015-09-09 11:35:00,/article/3495426-ormat-technologies-unrecognized-alternative-energy-play,ORA,Ormat Technologies Is An Unrecognized Alternative Energy Play,Long
9604, Bohdan Kucheriavyi,2015-09-09 11:34:00,/article/3495416-square-enix-time-buy,SQNXF,Square Enix: Time To Buy?,Long
9605, Monte Sol Capital,2015-09-09 11:16:00,/article/3498766-long-case-nicholas-financial-part-1,NICK,A Long Case For Nicholas Financial - Part 1,Long
9606, Nicholas Bodnar,2015-09-09 10:57:00,/article/3495316-richardson-electronics-company-selling-cash-per-share-ncav,RELL,Richardson Electronics: A Company Selling Below Its Cash Per Share And NCAV,Long
9608, Josh Arnold,2015-09-09 10:42:00,/article/3498646-springleaf-holdings-crossroads,OMF,Springleaf Holdings Is At A Crossroads,Long
9609, Anthony Ruben,2015-09-09 10:29:00,/article/3498626-general-electric-gets-alstom,GE,General Electric Gets Alstom,Long
9610, James Langford,2015-09-09 10:17:00,/article/3498566-buy-netflix-dip,NFLX,Buy The Netflix Dip,Long
9611, Kirsch Finance,2015-09-09 10:17:00,/article/3495266-low-energy-prices-hitting-killing-gulfport-energy,GPOR,"Low Energy Prices Are Hitting, But Not Killing, Gulfport Energy",Long
9612, Achilles Research,2015-09-09 10:16:00,/article/3498546-best-buy-still-buy-38,BBY,Best Buy: Still A Buy At $38?,Long
9613, The Value Portfolio,2015-09-09 10:15:00,/article/3495256-rowan-companies-one-safer-offshore-drillers,RDC,Rowan Companies - One Of The Safer Offshore Drillers,Long
9614, Overbet For Value,2015-09-09 10:13:00,/article/3498536-chipmos-incremental-gross-margin-possible-large-buyback-acquisition-target,IMOS,"ChipMOS: Incremental Gross Margin, Possible Large Buyback, Acquisition Target",Long
9615, Nunez Enterprises,2015-09-09 10:08:00,/article/3498516-top-reasons-chipotle-potential-reach-new-heights,CMG,Top Reasons Why Chipotle Has Potential To Reach New Heights,Long
9616, Fun Trading,2015-09-09 10:03:00,/article/3498496-goldcorp-cuts-production-outlook-16-percent-eleonore-250kminus-270k-oz-290kminus-330k-oz,GG,Goldcorp Cuts Production Outlook By 16% At Éléonore To 250K-270K Oz. From 290K-330K Oz.,Long
9617, Dana Blankenhorn,2015-09-09 09:57:00,/article/3498456-amazon-500-like-apple-700,AMZN,Why Amazon At $500 Is Not Like Apple At $700,Long
9618, Anthony Ruben,2015-09-09 09:56:00,/article/3498436-sinclair-broadcasting-poised-win-2016-election,SBGI,Sinclair Broadcasting: Poised To Win The 2016 Election,Long
9619, Mayer Winkler,2015-09-09 09:53:00,/article/3498416-ardelyx-still-faith-tenapanor-despite-phase-ii-failure,ARDX,Why Ardelyx Still Has Faith In Tenapanor Despite Phase II Failure,Long
9620, Chris Lau,2015-09-09 09:49:00,/article/3495206-buy-nokia-shares-reach-yearly-low,NOK,Buy Nokia If Shares Reach Yearly Low,Long
9621, William Meyers,2015-09-09 09:46:00,/article/3498386-juno-therapeutics-celgene-partnership-car-t-pipeline-value,JUNO,Juno Therapeutics: Celgene Partnership And CAR-T Pipeline Value,Long
9622, The Value Portfolio,2015-09-09 09:44:00,/article/3495176-marathon-petroleum-recent-drop-represents-solid-purchase-point,MPC,Marathon Petroleum - Recent Drop Represents A Solid Purchase Point,Long
9623, The Value Portfolio,2015-09-09 09:39:00,/article/3495146-tc-pipelines-start-buying-midstream-downturn,TCP,TC Pipelines - Start Buying The Midstream Downturn,Long
9624, The Investment Doctor,2015-09-09 09:38:00,/article/3495126-kennady-diamonds-recent-bulk-sample-confirm-interesting-diamond-deposit,KDIAF,Kennady Diamonds' Recent Bulk Sample Could Confirm An Interesting Diamond Deposit,Long
9625, The Value Pendulum,2015-09-09 09:33:00,/article/3495106-firstservice-corp-separation-residential-commercial-divisions-uncovers-wide-moat-business,FSV,FirstService Corp.: Separation Of Residential And Commercial Divisions Uncovers A Wide Moat Business,Long
9626, The Value Portfolio,2015-09-09 09:23:00,/article/3495076-sunoco-logistics-partners-nice-stock-amid-declining-oil-prices,SXL,Sunoco Logistics Partners - Nice Stock Amid Declining Oil Prices,Long
9627, The Value Portfolio,2015-09-09 09:12:00,/article/3495046-seadrill-high-potential-play-oil-recovery,SDRL,Seadrill - High Potential Play On An Oil Recovery,Long
9628, Total Return,2015-09-09 08:53:00,/article/3498226-enduro-royalty-trust-presents-capital-appreciation-play-dividends-bonus,NDRO,Enduro Royalty Trust Presents A Capital Appreciation Play With Dividends As A Bonus,Long
9629, Arrow Loop Research,2015-09-09 08:38:00,/article/3494906-poor-earnings-questionable-acquisition-disastrous-august-still-betting-opko,OPK,"Poor Earnings, A Questionable Acquisition, And A Disastrous August, But I'm Still Betting On Opko",Long
9630, Alpha Gen Capital,2015-09-09 08:35:00,/article/3494876-dts-inc-benefit-mobile-growth-headphone-x,DTSI,DTS Inc. Should Benefit From Mobile Growth And Headphone X,Long
9631, Lester Goh,2015-09-09 08:27:00,/article/3498096-roi-acquisition-corp-ii-warrants-offer-compelling-upside,ROIQ,ROI Acquisition Corp. II: Warrants Offer Compelling Upside,Long
9632, David Zanoni,2015-09-09 08:12:00,/article/3494796-amag-pharmaceuticals-strong-growth-biotech-undervalued-price,AMAG,AMAG Pharmaceuticals: Strong Growth Biotech At An Undervalued Price,Long
9633, Street Smart Investor,2015-09-09 08:01:00,/article/3494736-det-norske-undervalued-strong-upside-potential,DETNF,Det Norske: Undervalued With Strong Upside Potential,Long
9634, Achilles Research,2015-09-09 07:54:00,/article/3498026-chesapeake-energy-time-finally-take-risk,CHK,Chesapeake Energy: Time To Finally Take A Risk?,Long
9635, Alpha Gen Capital,2015-09-09 07:47:00,/article/3494696-era-group-exposure-oil-embellished,ERA,Era Group Exposure To Oil Is Embellished,Long
9636, Kanak Kanti De's Real-Time Biotech Trade Alerts,2015-09-09 07:38:00,/article/3494686-exelixis-strong-potential-deep-pipeline-somewhat-stretched-valuation,EXEL,"Exelixis: Very Strong Potential, Deep Pipeline, Somewhat Stretched Valuation",Long
9637, Bram de Haas,2015-09-09 07:30:00,/article/3494596-vopak-upcoming-stormy-weather-made-market-abandon-company-terrific-long-term-earning-power,VOPKF,Vopak: Upcoming Stormy Weather Made The Market Abandon A Company With Terrific Long-Term Earning Power,Long
9638, The Unhooded Falcon,2015-09-09 07:26:00,/article/3497926-air-canada-canada-anymore,ACDVF,Air Canada: It's Not About Canada Anymore,Long
9639, Simple Investment Ideas,2015-09-09 07:14:00,/article/3497896-fei-company-favorable-trends-will-drive-growth,FEIC,FEI Company: Favorable Trends Will Drive Growth,Long
9640, Ian Bezek,2015-09-09 07:00:00,/article/3494026-grupo-aval-deeper-dive-fast-growing-monthly-pay-5-percent-yielder,AVAL,Grupo Aval: A Deeper Dive On This Fast-Growing Monthly Pay 5% Yielder,Long
9641, The Investment Doctor,2015-09-09 06:23:00,/article/3494636-sigma-aldrich-trades-small-discount-offer-made-merck,SIAL,Sigma-Aldrich Trades At A Small Discount To The Offer Made By Merck,Long
9642, Kevin Kuo,2015-09-09 06:00:00,/article/3491386-modelling-genworths-long-term-care-liabilities-reserve-strength,GNW,Modelling Genworth's Long-Term Care Liabilities And Reserve Strength,Long
9643, Miroslav Straňovský,2015-09-09 05:26:00,/article/3497696-enova-international-growth-opportunity-depressed-price,ENVA,Enova International: Growth Opportunity At A Depressed Price,Long
9644, The Unhooded Falcon,2015-09-09 05:18:00,/article/3497676-ford-can-get-20-per-share,F,How Ford Can Get To $20 Per Share,Long
9646, Trefis,2015-09-09 02:25:00,/article/3497526-textron-worth-43_38,TXT,Why Is Textron Worth $43.38?,Long
9647, Mihir Mehta,2015-09-09 02:22:00,/article/3494256-ford-rule-turnaround-china,F,Ford: Don't Rule Out A Turnaround In China,Long
9648, ADS Insights,2015-09-09 01:05:00,/article/3497436-goldman-sachs-remains-attractive-stock,GS,Why Goldman Sachs Remains An Attractive Stock,Long
9649, Atta Khan,2015-09-09 00:11:00,/article/3497366-right-time-add-boeing-portfolio,BA,It Is The Right Time To Add Boeing To Your Portfolio,Long
9650, The Investment Doctor,2015-09-08 23:34:00,/article/3494086-acacia-minings-h1-results-okay-improve-h2,ABGLF,Acacia Mining's H1 Results Were Okay And Should Improve In H2,Long
9652, Pair-Wise Investments,2015-09-08 23:27:00,/article/3494066-reality-weibo-bear-wants-acknowledge,WB,The Reality No Weibo Bear Wants To Acknowledge,Long
9653, Alpha Investor,2015-09-08 23:17:00,/article/3494056-toll-brothers-now-good-time-buy,TOL,Toll Brothers: Now Is A Good Time To Buy,Long
9654, IP Banking Research,2015-09-08 23:12:00,/article/3497316-bank-america-return-equity-valuation-part-ii,BAC,Bank Of America: All About Return On Equity And Valuation (Part II),Long
9655, Dallas Salazar,2015-09-08 22:30:00,/article/3497246-facebook-m-means-money,FB,Facebook: M Means Money,Long
9656, Arie Goren,2015-09-08 21:24:00,/article/3497146-cornings-recent-retreat-excellent-entry-point,GLW,Corning's Recent Retreat Is An Excellent Entry Point,Long
9657, Dylan Waller,2015-09-08 20:52:00,/article/3497086-icici-bank-buy-opportunity,IBN,ICICI Bank: Buy Opportunity,Long
9658, Dylan Waller,2015-09-08 18:13:00,/article/3496796-ypf-sociedad-anonima-earnings-soar-oil-prices-plunge,YPF,YPF Sociedad Anonima - Earnings Soar As Oil Prices Plunge,Long
9659, Dallas Salazar,2015-09-08 17:32:00,/article/3496606-procter-and-gamble-multiple-headwinds-ease-next-quarters,PG,Procter & Gamble: Multiple Headwinds Should Ease Into Next Few Quarters,Long
9660, ACE Entrepreneurship Club,2015-09-08 16:22:00,/article/3496386-nasdaq-omx-group-strong-candidate-beat-market,NDAQ,Nasdaq OMX Group Is A Strong Candidate To Beat The Market,Long
9661, WestEnd511,2015-09-08 16:13:00,/article/3493806-alibaba-big-dipper-big-deal,BABA,"Alibaba: Big Dipper, Big Deal",Long
9662," Gary Schurman, CFA",2015-09-08 15:24:00,/article/3496206-american-riviera-bank-just-2-us,ARBV,American Riviera Bank - Just The 2 Of Us,Long
9663, Activist Stocks,2015-09-08 15:19:00,/article/3496166-activist-investing-daily-marcato-moves,IHG,Activist Investing Daily: Marcato Moves On?,Long
9665," Dave Dierking, CFA",2015-09-08 15:10:00,/article/3496126-might-actually-good-time-buy-netflix,NFLX,This Might Actually Be A Good Time To Buy Netflix,Long
9666, WG Investment Research,2015-09-08 15:01:00,/article/3496086-synchrony-financial-stronger-consumer-propel-share-price-higher,SYF,Synchrony Financial: A Stronger Consumer Should Propel The Share Price Higher,Long
9667, Jake Huneycutt,2015-09-08 14:57:00,/article/3496076-goodyear-tire-outstanding-turnaround-decent-buy,GT,"Goodyear Tire: Outstanding Turnaround, Decent Buy",Long
9668, Goose Hollow Investments,2015-09-08 13:59:00,/article/3495906-limoneira-quietly-expands-citrus-empire,LMNR,Limoneira Quietly Expands Its Citrus Empire,Long
9669, Joe Albano,2015-09-08 13:55:00,/article/3495896-gopro-shares-ride-using-cheap-newspaper-fuel,GPRO,"GoPro Shares Have Been On A Ride, Using Cheap Newspaper As Fuel",Long
9670, Noah Heiber,2015-09-08 12:55:00,/article/3495676-2u-delaying-profitability-purpose,TWOU,2U: Delaying Profitability On Purpose,Long
9671, Chris Katje,2015-09-08 12:51:00,/article/3495666-cedar-fair-offers-low-valuation-new-attractions-heading-2016,FUN,Cedar Fair Offers Low Valuation And New Attractions Heading Into 2016,Long
9672, WestEnd511,2015-09-08 12:46:00,/article/3493676-amaya-daily-fantasy-sports-next-growth-driver,TSG,Amaya: Is Daily Fantasy Sports The Next Growth Driver?,Long
9673, Mark Gomes,2015-09-08 12:38:00,/article/3495636-intermap-multiple-deals-nearing-completion,ITMSF,Intermap: Multiple Deals Are Nearing Completion,Long
9674, Trending Value,2015-09-08 12:00:00,/article/3495496-w-r-berkley-corporations-competitive-advantage,WRB,W.R. Berkley Corporation's Competitive Advantage,Long
9675, DoctoRx,2015-09-08 11:38:00,/article/3495456-review-nantkwest-dr-soon-shiongs-immuno-oncology-company,NK,"A Review Of NantKwest, Dr. Soon-Shiong's Immuno-Oncology Company",Long
9676, Dallas Salazar,2015-09-08 11:15:00,/article/3495356-apple-m-cortana-now-putting-pressure-siri,AAPL,"Apple: M, Cortana And Now Are Putting Pressure On Siri",Long
9677, Willow Street Investments,2015-09-08 10:45:00,/article/3495286-fmc-corporation-shares-slump-insiders-buy-millions-dollars-shares,FMC,"FMC Corporation: As Shares Slump, Insiders Buy Millions Of Dollars In Shares",Long
9678, Shock Exchange,2015-09-08 10:00:00,/article/3495226-blackberry-good-technology-deal-change-game,BB,BlackBerry: Good Technology Deal Could Change The Game,Long
9679, Fun Trading,2015-09-08 09:43:00,/article/3495166-will-transocean-succeed-bidding-8-floaters-new-ongc-tender,RIG,Will Transocean Succeed In Bidding 8 Floaters For The New ONGC Tender?,Long
9681, ActiveEurope,2015-09-08 09:32:00,/article/3495096-globo-better-good,GOBLF,Globo Better Than Good?,Long
9682, Special Companies Watch,2015-09-08 09:09:00,/article/3495036-national-oilwell-varco-new-management-inspires-confidence-downturn,NOV,National Oilwell Varco - New Management Inspires Confidence In The Downturn,Long
9683, Market Mirage,2015-09-08 08:52:00,/article/3494956-canacol-energy-utility-masquerading-oil-explorer,CNNEF,Canacol Energy Is A Utility Masquerading As An Oil Explorer,Long
9684, Josh Arnold,2015-09-08 08:43:00,/article/3494936-party-city-growth-stock-value-price,PRTY,Party City: A Growth Stock At A Value Price,Long
9685, Peter Mantas,2015-09-08 08:19:00,/article/3494826-investors-look-north-border-escape-volatility-stella-jones-continues-rise,STLJF,Why Investors Should Look North Of The Border To Escape Volatility: Stella-Jones Continues To Rise,Long
9686, Blake Butler,2015-09-08 06:26:00,/article/3494646-build-bear-stock-bearish-investors,BBW,Build-A-Bear: Not A Stock For Bearish Investors,Long
9687, Stone Fox Capital,2015-09-08 06:04:00,/article/3493466-bed-bath-and-beyond-likely-repeat-high-yields,BBBY,Bed Bath & Beyond: Not Likely To Repeat High Yields,Long
9688, MyTradingIncome,2015-09-08 05:29:00,/article/3493426-blackstone-undervalued-much,BX,"Is Blackstone Undervalued? And If So, By How Much?",Long
9689, Dallas Salazar,2015-09-08 03:01:00,/article/3494346-johnson-and-johnson-comprehensive-review-current-upside-catalysts,JNJ,Johnson & Johnson: A Comprehensive Review Of Current Upside Catalysts,Long
9690, ACE Entrepreneurship Club,2015-09-08 02:08:00,/article/3494216-graham-holdings-media-conglomerate-massive-upside,GHC,Graham Holdings - A Media Conglomerate With Massive Upside,Long
9691, Omair Farooq,2015-09-08 01:56:00,/article/3494196-five-manages-retain-attractive-investment-credentials,FIVE,Five Below Manages To Retain Attractive Investment Credentials,Long
9692, Callum Turcan,2015-09-08 01:48:00,/article/3493116-marathon-oil-finances-siege-operational-gains-compensate,MRO,"Marathon Oil: Finances Under Siege, Operational Gains Compensate",Long
9693, Bull's Run,2015-09-08 01:40:00,/article/3494176-starbucks-dip-pumpkin-spice-latte,SBUX,Starbucks: The Dip And Pumpkin Spice Latte,Long
9694, Samra Qureshi,2015-09-08 01:27:00,/article/3494156-international-flavors-and-fragrances-stock-defensive-investors,IFF,International Flavors & Fragrances: A Stock For Defensive Investors,Long
9695, George Christopoulos,2015-09-07 17:17:00,/article/3493886-hope-twitter,TWTR,Is There Hope For Twitter?,Long
9696, Dallas Salazar,2015-09-07 17:15:00,/article/3493866-ibm-analytics-momentum-positive-sign-bulls,IBM,IBM: Analytics Momentum Is A Positive Sign For Bulls,Long
9697," Dave Dierking, CFA",2015-09-07 14:12:00,/article/3493736-check-point-fundamentally-sound-cybersecurity-companies,CHKP,Check Point: The Most Fundamentally Sound Of The Cybersecurity Companies,Long
9698, Alpha Investor,2015-09-07 08:55:00,/article/3492796-ford-will-get-better-u-s,F,Why Ford Will Get Better In The U.S.,Long
9699, Michael Battat,2015-09-07 08:38:00,/article/3492766-plenti-upside-rite-aid,RAD,Plenti Of Upside For Rite Aid,Long
9701, Nick Cox,2015-09-07 05:27:00,/article/3493416-movies-spearhead-exciting-end-year-sony,SNE,Movies Spearhead Exciting End Of Year For Sony,Long
9702, Arie Goren,2015-09-07 05:16:00,/article/3493386-right-time-consider-mastercard,MA,Is This The Right Time To Consider MasterCard?,Long
9703, Alpha Investor,2015-09-07 04:56:00,/article/3492446-alcoas-turnaround-begun,AA,Alcoa's Turnaround Has Begun,Long
9704, The Unhooded Falcon,2015-09-07 04:16:00,/article/3493316-wells-fargo-warrants-leverage-buffett-favorite,WFC,Wells Fargo Warrants: Leverage On A Buffett Favorite,Long
9705, ADS Insights,2015-09-07 04:00:00,/article/3493296-starbucks-stock-price-poised-move-higher,SBUX,Starbucks' Stock Price Is Poised To Move Higher,Long
9706, The Unhooded Falcon,2015-09-07 03:31:00,/article/3493266-american-airlines-group-watch-upward-earnings-revisions-ahead,AAL,American Airlines Group: Watch For Upward Earnings Revisions Ahead,Long
