Authors,Link,Tickers,Time,Title,Strategy
 Robert Riesen,/article/4082608-conservative-dcf-model-shows-gilead-sciences-trades-significant-discount,GILD," Jun. 20, 2017, 9:42 AM ",Conservative DCF Model Shows Gilead Sciences Trades At A Significant Discount,Long
" Jun. 20, 2017, 9:30 AM ",/article/4082542-still-believe-teekay-13minus-15-price-target-j-mintzmyer,Editors' Pick , TK,I Still Believe In Teekay: $13-15 Price Target (J Mintzmyer),Long
 Brian Bain,/article/4082551-investments-excited-eric-parnell,"AMGN, CELG, GBTC"," Jun. 20, 2017, 9:00 AM ",The Investments I'm Most Excited About (Eric Parnell),Long
 Joe Albano,/article/4082449-amazon-just-became-relevant,AMZN," Jun. 20, 2017, 8:56 AM ",Amazon Just Became (More) Relevant,Long
 Daniel Fas,/article/4082406-simon-property-group-retail-carnage-creates-opportunity,SPG," Jun. 20, 2017, 8:30 AM ",Simon Property Group: Retail Carnage Creates Opportunity,Long
" Jun. 20, 2017, 7:35 AM ",/article/4082271-compass-minerals-sotp-valuation-compelling-get-paid-handsomely-wait,Editors' Pick , CMP,"Compass Minerals: SOTP Valuation Compelling, And Get Paid Handsomely To Wait",Long
 David Alton Clark,/article/4082468-bank-america-noteworthy-buy-signal-just-flashed,BAC," Jun. 20, 2017, 7:30 AM ",Bank Of America: A Noteworthy Buy Signal Just Flashed,Long
 Willow Street Investments,/article/4082280-coty-inc-chinese-millennials-another-growth-opportunity,COTY," Jun. 20, 2017, 5:45 AM ","Coty, Inc.: Are Chinese Millennials Another Growth Opportunity?",Long
 William Sabin,/article/4082531-wal-mart-grocery-wars-coming-town-near,WMT," Jun. 20, 2017, 4:17 AM ",Wal-Mart - Grocery Wars Coming To A Town Near You,Long
 Bert Hochfeld,/article/4082518-amazon-buys-whole-foods-christmas-really-come-early-folks-seattle,AMZN," Jun. 20, 2017, 1:47 AM ",Amazon Buys Whole Foods - Christmas Has Really Come Early For The Folks In Seattle,Long
 Discount Fountain,/article/4082513-lockheed-martin-still-long-term-buy,LMT," Jun. 19, 2017, 11:52 PM ",Lockheed Martin: Still A Long-Term Buy,Long
 Michael Munro,/article/4082508-high-arctic-energy-services-contract-renewals-acquisitions-another-earnings-beat,HGHAF," Jun. 19, 2017, 11:16 PM ","High Arctic Energy Services: Contract Renewals, Acquisitions, And Another Earnings Beat",Long
 Rahul Salgia,/article/4082505-contrarian-play-exxon,XOM," Jun. 19, 2017, 10:35 PM ",Contrarian Play In Exxon,Long
 Brandon Dempster,/article/4082502-energy-transfer-partners-screaming-buy,ETP," Jun. 19, 2017, 9:48 PM ",Is Energy Transfer Partners A Screaming Buy?,Long
 Matt Bohlsen,/article/4082498-european-metals-massive-low-cost-lithium-spodumene-project-europe,ERPNF," Jun. 19, 2017, 8:27 PM ",European Metals Has A Massive Low Cost Lithium Spodumene Project In Europe,Long
 Orthodox Investor,/article/4082486-time-consider-range-resources,RRC," Jun. 19, 2017, 6:10 PM ",Is It Time To Consider Range Resources?,Long
 James Brumley,/article/4082479-best-connected-car-company-t,T," Jun. 19, 2017, 5:22 PM ",The Best Connected Car Company Is... AT&T?,Long
 Keith Williams,/article/4082474-seres-therapeutics-time-success,MCRB," Jun. 19, 2017, 4:57 PM ","Seres Therapeutics: This Time, Success?",Long
 Callum Turcan,/article/4082469-chesapeake-5,CHK," Jun. 19, 2017, 4:33 PM ",Chesapeake At $5,Long
 Tom Lloyd,/article/4082470-facebook-buy-weakness,FB," Jun. 19, 2017, 4:14 PM ",Facebook: Buy On Weakness?,Long
 Daniel Jones,/article/4082460-solvency-risks-chicago-bridge-and-iron,CBI," Jun. 19, 2017, 4:09 PM ",Are There Solvency Risks For Chicago Bridge & Iron?,Long
 Stock Market Sherpa,/article/4082454-starbucks-gains-ahead,SBUX," Jun. 19, 2017, 3:54 PM ",Starbucks: Gains Ahead,Long
 Morningsidepark,/article/4082452-enphase-energy-strategic-vision-meaningless-without-cash,ENPH," Jun. 19, 2017, 3:19 PM ",Enphase Energy - Strategic Vision Is Meaningless Without Cash,Long
 Walter Zelezniak Jr,/article/4082439-kroger-opportunity-rough-week,KR," Jun. 19, 2017, 3:09 PM ",Kroger: Opportunity On Rough Week,Long
 David J. Waldron,/article/4082437-unilever-kraft-heinz-failed-buying-whole-pie-can-slice,"UN, UL"," Jun. 19, 2017, 2:33 PM ","Unilever: Kraft Heinz Failed At Buying The Whole Pie, But We Can Own A Slice",Long
 Stock Hitter,/article/4082434-tal-education-schooling-everyone,TAL," Jun. 19, 2017, 2:29 PM ",TAL Education: Schooling Everyone,Long
 Jason Ditz,/article/4082425-growing-production-means-growing-profits-smart-sand,SND," Jun. 19, 2017, 2:26 PM ",Growing Production Means Growing Profits For Smart Sand,Long
 Quad 7 Capital,/article/4082430-bank-america-care-neither,BAC," Jun. 19, 2017, 2:15 PM ",Bank Of America: I Don't Care And Neither Should You,Long
 Long Player,/article/4082428-conoco-phillips-lower-breakeven-gives-capital-gain-hopes,COP," Jun. 19, 2017, 2:05 PM ",Conoco Phillips: Lower Breakeven Gives Capital Gain Hopes,Long
 Activist Stocks,/article/4082408-whole-foods-bidding-war,AMZN," Jun. 19, 2017, 1:58 PM ",Whole Foods: A Bidding War,Long
 HiddenValueInvestor,/article/4082388-eqt-bold-move-bring-benefits,EQT," Jun. 19, 2017, 1:14 PM ",EQT: Bold Move Could Bring Benefits,Long
 SIC Investment Research Inc.,/article/4082396-valuation-alphabet-must-treat-other-bets-option,"GOOG, GOOGL"," Jun. 19, 2017, 1:02 PM ",Valuation Of Alphabet Must Treat 'Other Bets' As An Option,Long
 Damon Verial,/article/4082372-kroger-grocer-100-percent-upside,KR," Jun. 19, 2017, 12:37 PM ",Kroger: A Grocer With 100% Upside,Long
 Searching For Value,/article/4082383-another-reason-buy-nvidia,NVDA," Jun. 19, 2017, 12:32 PM ",Another Reason To Buy Nvidia,Long
 Bill Gunderson,/article/4082381-can-alpha-seeker-amazon,AMZN," Jun. 19, 2017, 12:17 PM ",How Can An Alpha Seeker Not Own Amazon?,Long
 Simple Digressions,/article/4082368-richmont-mines-long-term-buying-opportunity,RIC," Jun. 19, 2017, 12:16 PM ",Richmont Mines - A Long-Term Buying Opportunity,Long
 Individual Trader,/article/4082376-nvidias-self-driving-technology-drive-share-price-forward,NVDA," Jun. 19, 2017, 12:14 PM ",Nvidia's 'Self Driving' Technology To Drive The Share Price Forward,Long
 Societe Financiers,/article/4082375-magellan-midstream-partners-buy,MMP," Jun. 19, 2017, 12:12 PM ",Magellan Midstream Partners Is Buy,Long
 Kyle Gunn,/article/4082373-sifting-retails-ashes-tailored-brands,TLRD," Jun. 19, 2017, 12:08 PM ",Sifting Through Retail's Ashes: Tailored Brands,Long
 Speed Success,/article/4082357-hidden-gem-oil-stocks,"SNPKF, SPKOY"," Jun. 19, 2017, 11:55 AM ",A Hidden Gem In Oil Stocks?,Long
 The Investing Dutchman,/article/4082354-amazon-paid-premium-whole-foods-got-extra-ahold-discount,AHODF," Jun. 19, 2017, 11:16 AM ",Amazon Paid A Premium For Whole Foods....While I Got Some Extra Ahold At A Discount,Long
 Simple Qualitative,/article/4082353-lendingtree-goes-organic-acquisition,TREE," Jun. 19, 2017, 11:13 AM ",LendingTree Goes Organic Through Acquisition,Long
 Josh Arnold,/article/4082348-intel-look-debt,INTC," Jun. 19, 2017, 11:06 AM ",Intel: A Look At Debt,Long
 Ploutos Investing,/article/4082344-transalta-brighter-future-ahead,TAC," Jun. 19, 2017, 10:57 AM ",TransAlta: A Brighter Future Ahead,Long
 Chris Lau,/article/4082343-reasons-amds-product-line-will-beat-intels-core-i9,AMD," Jun. 19, 2017, 10:55 AM ",More Reasons AMD's Product Line-Up Will Beat Intel's Core I9,Long
 Bill Maurer,/article/4082340-apple-time-go-low,AAPL," Jun. 19, 2017, 10:44 AM ",Apple: Time To Go Low?,Long
 David Krejca,/article/4082328-last-call-buy-byd-takes,BYDDF," Jun. 19, 2017, 10:05 AM ",Last Call To Buy BYD Before It Takes Off,Long
 Jon Quast,/article/4082316-next-5-years-planet-fitness,PLNT," Jun. 19, 2017, 9:30 AM ",The Next 5 Years For Planet Fitness,Long
 Brian Bain,/article/4082249-biggest-mistake-sticking-gilead-long-bret-jensen,GILD," Jun. 19, 2017, 9:15 AM ",My Biggest Mistake: Sticking With Gilead Too Long (Bret Jensen),Long
 Healthy Wealth Coach,/article/4082300-macys-ceo-just-buy-bottom,M," Jun. 19, 2017, 9:11 AM ",Did Macy's CEO Just Buy The Bottom?,Long
 Sarfaraz A. Khan,/article/4082295-conocophillips-turnaround-track-rails,COP," Jun. 19, 2017, 9:02 AM ",ConocoPhillips: Is The Turnaround On Track Or Off The Rails?,Long
 Opportunity Trader,/article/4082304-recent-price-action-change-bullish-outlook-bank-america,BAC," Jun. 19, 2017, 8:51 AM ",The Recent Price Action Does Not Change The Bullish Outlook For Bank Of America,Long
 Bret Jensen,/article/4082292-myokardia-small-biotech-stock-belong-buy-list,MYOK," Jun. 19, 2017, 8:28 AM ",MyoKardia: Does This Small Biotech Stock Belong On Your 'Buy' List?,Long
 Morningsidepark,/article/4082289-dryships-inc-bottom-nearing,DRYS," Jun. 19, 2017, 8:19 AM ",DryShips Inc: The Bottom Is Nearing,Long
 Samuel Smith,/article/4082273-general-motors-winning-reduction,GM," Jun. 19, 2017, 7:40 AM ",General Motors: Winning By Reduction,Long
 Mark Kim,/article/4082270-2-potential-catalysts-dte-energy,DTE," Jun. 19, 2017, 7:33 AM ",2 Potential Catalysts For DTE Energy,Long
 Douglas Adams,/article/4082265-boeing-hits-political-divide,BA," Jun. 19, 2017, 7:19 AM ",Boeing Hits The Political Divide,Long
 Orange Peel Investments,/article/4082258-mylan-simply-become-bargain,MYL," Jun. 19, 2017, 6:57 AM ",Mylan Has Once Again Simply Become A Bargain,Long
 Orange Peel Investments,/article/4082246-macys-insider-buying-us-buying,M," Jun. 19, 2017, 5:56 AM ",Macy's: More Insider Buying Has Us Buying Too,Long
 Jacob Urban,/article/4082221-cheesecake-factory-weighing-value-souring-stock,CAKE," Jun. 19, 2017, 2:37 AM ",The Cheesecake Factory: Weighing The Value Of A Souring Stock,Long
 Capital Market Laboratories,/article/4082219-oclaro-opportunity-data-speed-revolution,OCLR," Jun. 19, 2017, 2:17 AM ",Oclaro Has An Opportunity In The Data And Speed Revolution,Long
 Keuka Capital,/article/4082216-wal-mart-traded-higher-news-amazon-acquiring-whole-foods,WMT," Jun. 19, 2017, 1:50 AM ",Wal-Mart Should Have Traded Higher On News That Amazon Is Acquiring Whole Foods,Long
 Michael A. Ball,/article/4082218-facebooks-economic-moat-strong-potential-upside,FB," Jun. 19, 2017, 1:44 AM ",Facebook's Economic Moat: Strong Potential Upside,Long
 LD Investments,/article/4082207-assessing-apples-prospects-india,AAPL," Jun. 18, 2017, 9:29 PM ",Assessing Apple's Prospects In India,Long
" Jun. 18, 2017, 4:00 PM ",/article/4078409-long-case-adient,Editors' Pick , ADNT,The Long Case For Adient,Long
 Michael Rogus,/article/4082192-companies-hungry-whole-foods,AMZN," Jun. 18, 2017, 12:51 PM ",Any Other Companies Hungry For Whole Foods?,Long
 Societe Financiers,/article/4082179-sanofi-good-bet-pharma,SNY," Jun. 18, 2017, 8:45 AM ",Sanofi: A Good Bet On Pharma,Long
 Matt Hogan,/article/4082174-coach-multiples-will-continue-expanding,TPR," Jun. 18, 2017, 8:35 AM ",Coach: Multiples Will Continue Expanding,Long
 Nimish Garg,/article/4082171-stopping-unstoppable-battle-climate-change,LMT," Jun. 18, 2017, 8:15 AM ",Stopping The Unstoppable: The Battle Against Climate Change,Long
 Hudson River Capital Research,/article/4082163-amazon-buying-whole-foods-creates-good-opportunity-investors,COST," Jun. 18, 2017, 6:55 AM ",Amazon Buying Whole Foods Creates A Good Opportunity For Investors,Long
 Peter Arendas,/article/4082138-time-load-taseko-mines,TGB," Jun. 17, 2017, 12:56 PM ",Time To Load Up On Taseko Mines,Long
 Mike Berner,/article/4082137-square-20-billion-opportunity,SQ," Jun. 17, 2017, 12:37 PM ",Square: A $20 Billion+ Opportunity,Long
" Jun. 17, 2017, 11:37 AM ",/article/4081975-fu-shou-yuan-great-business-dark-secret,Editors' Pick , FSHUF,Fu Shou Yuan: A Great Business With A Dark Secret,Long
" Jun. 17, 2017, 8:49 AM ",/article/4081931-transalta-undervalued-getting-paid-coal-shutdowns,Editors' Pick , TAC,TransAlta Is Undervalued And Getting Paid For Coal Shutdowns,Long
" Jun. 17, 2017, 7:30 AM ",/article/4081853-pro-weekly-digest-focusing-merger-arb-opportunities,Editors' Pick ," DEST, GNW, PNTR",PRO Weekly Digest: Focusing On Merger Arb Opportunities,Long
" Jun. 17, 2017, 7:30 AM ",/article/4133324-sa-interview-investing-edge-magic-investments,Editors' Pick , SYPR,SA Interview: Investing With An Edge With Magic Investments,Long
 Mark Hibben,/article/4082127-apple-breaks-bad-streaming-video,AAPL," Jun. 17, 2017, 7:19 AM ",Apple Breaks Bad In Streaming Video,Long
 Activist Stocks,/article/4082125-time-greedy-grocers,KR," Jun. 17, 2017, 2:56 AM ",Time To Be Greedy With Grocers,Long
 Long Player,/article/4082111-resolute-energy-stops-way-station,REN," Jun. 16, 2017, 8:43 PM ",Resolute Energy Stops At A Way Station,Long
 The European Investor,/article/4082106-air-france-klm-recent-growth-will-continue-long-term,AFRAF," Jun. 16, 2017, 6:36 PM ",Air France-KLM: Recent Growth Will Continue In The Long Term,Long
 Societe Financiers,/article/4082104-transcanada-corporation-significant-upside-potential,TRP," Jun. 16, 2017, 6:02 PM ",TransCanada Corporation: Significant Upside Potential,Long
 WG Investment Research,/article/4082100-ge-importance-timing,GE," Jun. 16, 2017, 5:54 PM ",GE: The Importance Of Timing,Long
" Jun. 16, 2017, 5:18 PM ",/article/4081842-can-luxfer-translate-skillset-real-results,Editors' Pick , LXFR,Can Luxfer Translate Its Skillset Into Real Results?,Long
" Jun. 16, 2017, 5:10 PM ",/article/4082096-disney-one-success-story-several-societal-problems-couple-chinese-opportunities-one-major,Editors' Pick , DIS,"Disney - One Success Story, Several Societal Problems, A Couple Of Chinese Opportunities And One Major Blunder",Long
 Shareholders Unite,/article/4082094-finisars-big-value-gap-lumentum-going-close,FNSR," Jun. 16, 2017, 4:53 PM ",Finisar's Big Value Gap To Lumentum Is Going To Close,Long
 Brandon Dempster,/article/4082081-change-thinking-marathon,MRO," Jun. 16, 2017, 4:16 PM ",Change Your Thinking With Marathon,Long
 Taylor Dart,/article/4082079-oceanagold-top-5-gold-producer,OCANF," Jun. 16, 2017, 4:14 PM ",OceanaGold: A Top 5 Gold Producer,Long
 Cash-Centered Creep,/article/4082086-ups-need-fear-amazon,UPS," Jun. 16, 2017, 4:09 PM ",Why UPS Need Not Fear Amazon,Long
 Stock Reporter,/article/4082067-kroger-compelling-buy,KR," Jun. 16, 2017, 3:33 PM ",Kroger: A Compelling Buy,Long
 Joe Apuzzo,/article/4082075-netflix-enough-failures-many-much-cost,NFLX," Jun. 16, 2017, 3:28 PM ","Netflix: Not Enough Failures? But How Many Have There Been, And How Much Has It Cost?",Long
 Long Player,/article/4082050-src-energy-pricing-help-way,SRCI," Jun. 16, 2017, 2:47 PM ",SRC Energy: Pricing Help On The Way,Long
 Bank On Insight,/article/4082027-amazon-just-brought-sale-lifetime-target,TGT," Jun. 16, 2017, 2:33 PM ",Amazon Just Brought The Sale Of A Lifetime...On Target!,Long
 Gary Bourgeault,/article/4082006-amazons-acquisition-whole-foods-means-investors,AMZN," Jun. 16, 2017, 1:27 PM ",What Amazon's Acquisition Of Whole Foods Means For Investors,Long
 Amigobulls,/article/4081990-priceline-still-best-bet-online-travel-industry,BKNG," Jun. 16, 2017, 1:16 PM ",Priceline Is Still Your Best Bet In The Online Travel Industry,Long
 Roman Luzgin,/article/4081984-delphi-automotive-solid-upside-potential,DLPH," Jun. 16, 2017, 12:36 PM ",Delphi Automotive: Solid Upside Potential,Long
 Bert Hochfeld,/article/4081988-can-splunk-shares-escape-kennel,SPLK," Jun. 16, 2017, 12:34 PM ",Can Splunk Shares Escape Their Kennel?,Long
" Jun. 16, 2017, 12:12 PM ",/article/4081699-recovering-markets-self-help-pushing-commercial-vehicle-higher,Editors' Pick , CVGI,Recovering Markets And Self-Help Pushing Commercial Vehicle Higher,Long
 Zach Hartman,/article/4081985-advaxis-new-52-week-low-panic-payload,ADXS," Jun. 16, 2017, 12:11 PM ",Advaxis At A New 52-Week Low: Panic Or Payload?,Long
 The Value Investor,/article/4081977-nucor-adding-dip,NUE," Jun. 16, 2017, 11:48 AM ",Nucor - Adding On The Dip,Long
 Victor.,/article/4081973-canslim-memo-plumas-bancorp,PLBC," Jun. 16, 2017, 11:34 AM ",CANSLIM Memo: Plumas Bancorp,Long
 Celeritas Investments,/article/4081961-old-gm-vs-todays-gm,GM," Jun. 16, 2017, 11:05 AM ",Old GM Vs. Today's GM,Long
 Electric Phred,/article/4081966-micron-technology-powering-beyond-plateau,MU," Jun. 16, 2017, 10:53 AM ",Micron Technology: Powering Beyond The Plateau,Long
 TJ Roberts,/article/4081964-analyst-day-strategic-vision-enphase-energy,ENPH," Jun. 16, 2017, 10:47 AM ",Analyst Day - Strategic Vision For Enphase Energy,Long
 Keith Williams,/article/4081950-korea-electric-power-corp-cross-roads-nuclear-power-coal-threat-renewable-energy-projects,KEP," Jun. 16, 2017, 10:17 AM ","Korea Electric Power Corp. At The Cross Roads: Nuclear Power And Coal Under Threat, Renewable Energy Projects Look Interesting",Long
 Steve Auger,/article/4081951-13-reasons-wal-mart-buy,WMT," Jun. 16, 2017, 9:48 AM ",13 Reasons Why (Wal-Mart Is A Buy),Long
 KL's Investment Ideas,/article/4081947-nike-solid-investment-supported-strong-fundamentals,NKE," Jun. 16, 2017, 9:35 AM ",Nike - Solid Investment Supported By Strong Fundamentals,Long
 Life Sciences Millennial,/article/4081927-psividas-recent-trial-results-still-stellar-despite-downward-movement,EYPT," Jun. 16, 2017, 8:44 AM ",Why PSivida's Recent Trial Results Are Still Stellar Despite The Downward Movement,Long
 ONeil Trader,/article/4081908-new-data-validate-amicuss-pompe-disease-candidate,FOLD," Jun. 16, 2017, 7:32 AM ",New Data Validate Amicus's Pompe Disease Candidate,Long
" Jun. 16, 2017, 6:57 AM ",/article/4081890-stock-exchange-can-psychology-applied-market-behavior,Editors' Pick ," DFS, MU, NFLX",Stock Exchange: Can Psychology Be Applied To Market Behavior?,Long
 FIG Ideas,/article/4081897-deutsche-bank-remaining-long-recent-weakness,DB," Jun. 16, 2017, 6:42 AM ",Deutsche Bank: Why I'm Remaining Long After Recent Weakness,Long
 FundSpec.IO,/article/4081881-ambarella-battle-fundamentals-technicals,AMBA," Jun. 16, 2017, 5:31 AM ",Ambarella: A Battle Between Fundamentals And Technicals,Long
 Sophocles Sophocleous,/article/4081873-1-million-bet-target-cheap,TGT," Jun. 16, 2017, 1:45 AM ",A $1 Million Bet That Target Is Cheap,Long
 Dhierin Bechai,/article/4081866-sales-success-boeing-737-max,BA," Jun. 15, 2017, 11:15 PM ",The Sales Success Of The Boeing 737 MAX,Long
 WG Investment Research,/article/4081865-kroger-company-buy-thinking-beyond-year,KR," Jun. 15, 2017, 9:57 PM ",Kroger: The Company Is A Buy If You're Thinking Beyond This Year,Long
 Bottom Fisher Ideas,/article/4081863-kroger-got-clobbered,KR," Jun. 15, 2017, 7:34 PM ",When Kroger Got Clobbered,Long
 Long Player,/article/4081860-wildhorse-resource-development-5k-per-eagle-ford-acre-60-percent-margins-bargain,WRD," Jun. 15, 2017, 6:32 PM ",WildHorse Resource Development - Is $5K Per Eagle Ford Acre With 60% Margins A Bargain?,Long
 Activist Stocks,/article/4081843-general-electric-new-era,GE," Jun. 15, 2017, 5:58 PM ",General Electric: A New Era,Long
 Stone Fox Capital,/article/4081838-alphabet-use-right-numbers,"GOOGL, GOOG"," Jun. 15, 2017, 4:46 PM ",Alphabet: Use The Right Numbers,Long
 Jim Maguire,/article/4081823-magicjack-market-missing,CALL," Jun. 15, 2017, 4:11 PM ",MagicJack: What The Market Is Missing,Long
 Harold Goldmeier,/article/4081829-medical-marijuana-investing-recommendations,GWPH," Jun. 15, 2017, 4:02 PM ",Medical Marijuana Investing Recommendations,Long
